project_id,is_blue_ccs,log_capacity_mw,region,sponsor_type,sponsor_owner,tech,year_announced,duration,event_any,event_type,capacity_mw,region_short,cap_bkt,key,v7_project_id,sp_record_id,match_quality,Record ID,Project name,Primary end use sector,Primary end use sector detail,Secondary use sector,Output product,Will export,Export destination geography,project_status,Project status major,cbam_endex,sponsor_proxy_cbam
0,0,3.269568939183719,EU,Unknown,Unknown,PEM,2020.0,6,0,0,25.299999999999997,EU,L,2020_EU_0_L,0,CETPROJH2835,exact,CETPROJH2835,Frankfurt 1 H2,Transport (rail),,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
1,0,0.0953101798043248,EU,Unknown,Unknown,PEM,2020.0,6,0,0,0.09999999999999994,EU,XS,2020_EU_0_XS,1,CETPROJH2820,exact,CETPROJH2820,Neumunster H2,Transport (road),Trucks & Light Motor Vehicles,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
2,0,3.044522437723423,EU,Unknown,Unknown,PEM,2021.0,5,0,0,20.0,EU,L,2021_EU_0_L,2,CETPROJH2918,exact,CETPROJH2918,VHyGO (Grand Ouest Hydrogen Valley),Transport (road),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
3,0,3.9318256327243257,EU,Unknown,Unknown,PEM,2022.0,4,0,0,50.0,EU,L,2022_EU_0_L,3,CETPROJH21401,exact,CETPROJH21401,Port of Vigo H2,Industry (other),Unknown,Transport (other),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
4,0,5.030437921392435,EU,Other,"Endesa, S.A.",PEM,2021.0,5,0,0,151.99999999999997,EU,XL,2021_EU_0_XL,4,CETPROJH21329,exact,CETPROJH21329,Herten Linde H2,Transport (other),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
5,0,0.0953101798043248,EU,Unknown,Unknown,PEM,2009.0,17,0,0,0.09999999999999994,EU,XS,2009_EU_0_XS,5,,no_match,,,,,,,,,,,0,0
5,0,0.0953101798043248,EU,Unknown,Unknown,PEM,2009.0,17,0,0,0.09999999999999994,EU,XS,2009_EU_0_XS,5,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
6,0,0.0,North_America,Unknown,Unknown,PEM,2020.0,6,0,0,0.0,NA,XS,2020_NA_0_XS,6,CETPROJH294,exact,CETPROJH294,H2-Orange,Power & heat,Power,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
7,0,5.87493073085203,EU,Unknown,Unknown,PEM,2020.0,6,0,0,355.0,EU,XL,2020_EU_0_XL,7,CETPROJH21173,exact,CETPROJH21173,Green Fuels for Denmark,Transport (aviation),,Unknown,"Hydrogen,SAF",Unknown,,On-hold (confirmed),Cancelled,0,0
8,0,5.356586274672012,EU,Unknown,Unknown,PEM,2021.0,5,0,0,210.99999999999997,EU,XL,2021_EU_0_XL,8,CETPROJH2939,exact,CETPROJH2939,Y Basque Green H2 - Jundiz,Transport (road),Heavy Goods Vehicles,Industry (chemical feedstock),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
9,0,3.044522437723423,EU,Utility,"Iberdrola, S.A.",PEM,2020.0,6,0,0,20.0,EU,L,2020_EU_0_L,9,CETPROJH2994,exact,CETPROJH2994,Port of Barcelona H2,Transport (road),Heavy Goods Vehicles,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
10,0,5.303304908059076,EU,Other,unknown,PEM,2020.0,6,0,0,200.0,EU,XL,2020_EU_0_XL,10,CETPROJH21306,exact,CETPROJH21306,Monforte H2 Pilot,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Design,Planning - early,0,0
11,0,6.478509642208569,EU,Unknown,Unknown,PEM,2022.0,4,0,0,649.9999999999998,EU,XL,2022_EU_0_XL,11,CETPROJH21650,exact,CETPROJH21650,Lingen RWE ALK H2,Transport (road),Heavy Goods Vehicles,Power & heat,Hydrogen,No,,Fully commissioned,Operating,0,0
12,0,0.1484200051182732,EU,Unknown,Unknown,PEM,2022.0,4,0,0,0.1599999999999999,EU,S,2022_EU_0_S,12,CETPROJH22066,relaxed,CETPROJH22066,Methanol-to-SAF (M2SAF) project,Transport (aviation),,Unknown,"Hydrogen,SAF",No,,Design,Planning - early,0,0
13,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2021.0,5,0,0,1.0,EU,M,2021_EU_0_M,13,CETPROJH2579,exact,CETPROJH2579,Port of Ijzendoorn H2,Transport (shipping),,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
14,1,0.0,EU,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2021.0,5,0,0,0.0,EU,XS,2021_EU_1_XS,14,CETPROJH21274,exact,CETPROJH21274,Prinos H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,1
15,0,0.1988508587451652,EU,Unknown,Unknown,PEM,2018.0,8,0,0,0.22,EU,S,2018_EU_0_S,15,CETPROJH21591,relaxed,CETPROJH21591,Carbon2Chem,Industry (other),Steel & Plastic,Industry (chemical feedstock),Hydrogen,Unknown,,Fully commissioned,Operating,1,0
16,0,0.6931471805599453,North_America,Unknown,Unknown,PEM,2020.0,6,0,0,1.0,NA,M,2020_NA_0_M,16,CETPROJH294,relaxed,CETPROJH294,H2-Orange,Power & heat,Power,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
17,0,5.303304908059076,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2017.0,9,0,0,200.0,EU,XL,2017_EU_0_XL,17,CETPROJH2778,exact,CETPROJH2778,Wyhlen hydroelectric power plant,Transport (other),Unknown,Power & heat,Hydrogen,No,,Fully commissioned,Operating,0,1
18,0,0.2231435513142097,EU,Unknown,Unknown,PEM,2010.0,16,0,0,0.24999999999999994,EU,S,2010_EU_0_S,18,CETPROJH21158,relaxed,CETPROJH21158,Haldor Topsoe - El-Opgraderet Biogas,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
19,0,1.0986122886681098,Other_Europe,Unknown,Unknown,PEM,2021.0,5,0,0,2.0000000000000004,OE,M,2021_OE_0_M,19,CETPROJH21064,exact,CETPROJH21064,SHAPE UK H2,Other,R&D (Maritime),Transport (road),Hydrogen,Unknown,,Fully commissioned,Operating,0,0
20,0,0.262364264467491,Other_Europe,Unknown,Unknown,PEM,2017.0,9,0,0,0.29999999999999993,OE,S,2017_OE_0_S,20,CETPROJH21073,relaxed,CETPROJH21073,Surf'n'Turf Orkney Shapinsay/BIG HIT II,Power & heat,Power,Transport (other),Hydrogen,Unknown,,Fully commissioned,Operating,0,0
21,0,1.0986122886681098,Other_Europe,Other,Hydrospider AG,PEM,2016.0,10,0,0,2.0000000000000004,OE,M,2016_OE_0_M,21,CETPROJH21132,exact,CETPROJH21132,Rutherford Appleton Laboratory H2,Other,R&D,Unknown,Ammonia,Unknown,,Fully commissioned,Operating,0,0
22,0,0.300104592450338,Other_Europe,Unknown,Unknown,PEM,2009.0,17,0,0,0.34999999999999987,OE,S,2009_OE_0_S,22,,no_match,,,,,,,,,,,0,0
22,0,0.300104592450338,Other_Europe,Unknown,Unknown,PEM,2009.0,17,0,0,0.34999999999999987,OE,S,2009_OE_0_S,22,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
23,0,0.009950330853168,North_America,Unknown,Unknown,PEM,2008.0,18,0,0,0.009999999999999917,NA,XS,2008_NA_0_XS,23,,no_match,,,,,,,,,,,0,0
23,0,0.009950330853168,North_America,Unknown,Unknown,PEM,2008.0,18,0,0,0.009999999999999917,NA,XS,2008_NA_0_XS,23,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
24,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2020.0,6,0,0,3.0,EU,M,2020_EU_0_M,24,CETPROJH2820,relaxed,CETPROJH2820,Neumunster H2,Transport (road),Trucks & Light Motor Vehicles,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
25,0,0.0295588022415444,North_America,Unknown,Unknown,PEM,2006.0,20,0,0,0.03,NA,XS,2006_NA_0_XS,25,,no_match,,,,,,,,,,,0,0
25,0,0.0295588022415444,North_America,Unknown,Unknown,PEM,2006.0,20,0,0,0.03,NA,XS,2006_NA_0_XS,25,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
26,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,2,1,1,0.0,OT,XS,2021_OT_1_XS,26,CETPROJH2348,exact,CETPROJH2348,Blue Hydrogen Feasibility Study ENI,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
27,1,0.0,Other,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,OT,XS,2021_OT_1_XS,27,CETPROJH2341,exact,CETPROJH2341,Lesedi Project,Power & heat,Power,Transport (other),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
28,1,0.0,Other,Other,Gazprom,Blue_CCS,2021.0,5,0,0,0.0,OT,XS,2021_OT_1_XS,28,,exact_exhausted,,,,,,,,,,,0,0
28,1,0.0,Other,Other,Gazprom,Blue_CCS,2021.0,5,0,0,0.0,OT,XS,2021_OT_1_XS,28,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
29,0,1.791759469228055,EU,Unknown,Unknown,PEM,2022.0,4,0,0,5.0,EU,M,2022_EU_0_M,29,CETPROJH21357,exact,CETPROJH21357,Saarbrucken H2,Other,R&D,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
30,0,1.791759469228055,EU,Unknown,Unknown,PEM,2021.0,5,0,0,5.0,EU,M,2021_EU_0_M,30,CETPROJH21290,exact,CETPROJH21290,Hyround,Gas grid,Blending,Transport (road),Hydrogen,No,,Fully commissioned,Operating,0,0
31,0,4.02535169073515,EU,Unknown,Unknown,PEM,2019.0,3,1,2,55.00000000000002,EU,L,2019_EU_0_L,31,CETPROJH2899,exact,CETPROJH2899,AuxHYGen station,Transport (road),Buses,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
32,0,3.044522437723423,EU,Unknown,Unknown,PEM,2021.0,5,0,0,20.0,EU,L,2021_EU_0_L,32,CETPROJH2991,exact,CETPROJH2991,Fusion Fuel H2,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Design,Planning - early,0,0
33,0,2.3978952727983707,EU,Steel,ArcelorMittal S.A.,PEM,2020.0,6,0,0,10.000000000000002,EU,L,2020_EU_0_L,33,CETPROJH2728,exact,CETPROJH2728,eFarm Langenhorn,Transport (road),Fuel cell vehicles & Refueling station,Power & heat,Hydrogen,Unknown,,Fully commissioned,Operating,0,1
34,0,0.0,North_America,Unknown,Unknown,PEM,2007.0,19,0,0,0.0,NA,XS,2007_NA_0_XS,34,,no_match,,,,,,,,,,,0,0
34,0,0.0,North_America,Unknown,Unknown,PEM,2007.0,19,0,0,0.0,NA,XS,2007_NA_0_XS,34,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
35,0,3.044522437723423,EU,Industrial_gas,L'Air Liquide S.A.,PEM,2021.0,5,0,0,20.0,EU,L,2021_EU_0_L,35,CETPROJH21580,exact,CETPROJH21580,Vienna Basin Green Hydrogen Project,Gas grid,Unknown,Unknown,Hydrogen,Yes,,On-hold (assumed),Cancelled,0,1
36,0,4.51085950651685,EU,Unknown,Unknown,PEM,2019.0,7,0,0,89.99999999999997,EU,L,2019_EU_0_L,36,CETPROJH2569,exact,CETPROJH2569,PosHYdon,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
37,0,2.3978952727983707,EU,Other,unknown,PEM,2019.0,7,0,0,10.000000000000002,EU,L,2019_EU_0_L,37,CETPROJH2923,exact,CETPROJH2923,Bouin Public Transit and NEL,Transport (road),Buses,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
38,0,4.007333185232471,EU,Other,BASF SE,PEM,2021.0,5,0,0,54.000000000000014,EU,L,2021_EU_0_L,38,CETPROJH2992,exact,CETPROJH2992,Green H2 Langosteira,Transport (road),Heavy Goods Vehicles,Industry (other),Hydrogen,Unknown,,Permitted,Planning - advanced,0,0
39,0,4.61512051684126,EU,Other,Luxcara GmbH,PEM,2020.0,6,0,0,100.00000000000003,EU,XL,2020_EU_0_XL,39,CETPROJH2919,exact,CETPROJH2919,Dijon H2,Transport (road),Unknown,Unknown,Hydrogen,Unknown,,Under construction,Planning - advanced,0,0
40,0,5.771441123130016,EU,Other,EWE Aktiengesellschaft,PEM,2021.0,5,0,0,320.0,EU,XL,2021_EU_0_XL,40,CETPROJH2969,exact,CETPROJH2969,Alcudia H2,Industry (other),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
41,0,2.277267285009756,EU,Unknown,Unknown,PEM,2020.0,6,0,0,8.750000000000002,EU,M,2020_EU_0_M,41,CETPROJH2728,relaxed,CETPROJH2728,eFarm Langenhorn,Transport (road),Fuel cell vehicles & Refueling station,Power & heat,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
42,0,5.303304908059076,EU,Other,Uniper SE,PEM,2020.0,6,0,0,200.0,EU,XL,2020_EU_0_XL,42,CETPROJH2574,exact,CETPROJH2574,MultiplHy,Industry (refinery feedstock),Oil Refinery,Unknown,Liquids,Unknown,,Fully commissioned,Operating,1,0
43,0,4.61512051684126,EU,Oil_major,BP p.l.c.,PEM,2020.0,6,0,0,100.00000000000003,EU,XL,2020_EU_0_XL,43,CETPROJH21325,exact,CETPROJH21325,SEM-REV/Sealhyfe,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,1
44,0,4.61512051684126,EU,Utility,RWE Aktiengesellschaft,PEM,2021.0,5,0,0,100.00000000000003,EU,XL,2021_EU_0_XL,44,CETPROJH2518,exact,CETPROJH2518,H2Pioneer,Industry (other),Semiconductor industry,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
45,0,4.61512051684126,EU,Utility,RWE Aktiengesellschaft,PEM,2022.0,4,0,0,100.00000000000003,EU,XL,2022_EU_0_XL,45,CETPROJH2921,exact,CETPROJH2921,Belfort H2,Transport (road),Buses,Unknown,Hydrogen,No,,On-hold (assumed),Cancelled,0,0
46,0,3.218875824868201,EU,Industrial_gas,Linde plc,PEM,2021.0,5,0,0,24.000000000000007,EU,L,2021_EU_0_L,46,CETPROJH2914,exact,CETPROJH2914,HyPSTER,Other,R&D/Storage,Unknown,Hydrogen,No,,Under construction,Planning - advanced,0,1
47,1,0.0,North_America,Other,"Tallgrass Energy, LP",Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,47,CETPROJH266,exact,CETPROJH266,University of California Los Angeles,Gas grid,Unknown,Unknown,Hydrogen,No,,On-hold (assumed),Cancelled,0,0
48,0,0.5306282510621704,EU,Unknown,Unknown,PEM,2018.0,8,0,0,0.7,EU,S,2018_EU_0_S,48,CETPROJH2572,relaxed,CETPROJH2572,Magnum Battolyser Demo,Power & heat,Power,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
49,0,4.61512051684126,EU,Oil_major,Shell plc,PEM,2021.0,5,0,0,100.00000000000003,EU,XL,2021_EU_0_XL,49,CETPROJH2940,exact,CETPROJH2940,Y Basque Green H2 - Pasaia,Transport (road),Heavy Goods Vehicles,Industry (chemical feedstock),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,1
50,0,0.5423242908253617,EU,Unknown,Unknown,PEM,2018.0,8,0,0,0.7200000000000001,EU,S,2018_EU_0_S,50,CETPROJH21221,relaxed,CETPROJH21221,VTT H2,Other,R&D,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
51,0,0.6312717768418579,EU,Unknown,Unknown,PEM,2017.0,9,0,0,0.88,EU,S,2017_EU_0_S,51,CETPROJH2988,relaxed,CETPROJH2988,Seafuel,Transport (road),Light Motor Vehicles,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
52,0,0.6418538861723948,EU,Unknown,Unknown,PEM,2017.0,9,0,0,0.9,EU,S,2017_EU_0_S,52,CETPROJH21621,relaxed,CETPROJH21621,Hypos rSOC,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
53,0,0.6418538861723948,EU,Unknown,Unknown,PEM,2017.0,9,0,0,0.9,EU,S,2017_EU_0_S,53,CETPROJH21239,relaxed,CETPROJH21239,H2Station,Transport (road),Industrial Vehicle,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
54,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0,1.0,EU,M,2015_EU_0_M,54,CETPROJH2962,exact,CETPROJH2962,CoSin: Synthetic Natural Gas from Sewage,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
55,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0,1.0,EU,M,2015_EU_0_M,55,CETPROJH2779,exact,CETPROJH2779,Exytron Null-E,Power & heat,Power and heat,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
56,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0,1.0,EU,M,2011_EU_0_M,56,CETPROJH2955,exact,CETPROJH2955,RENOVAGAS,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
57,1,0.0,North_America,Other,Exxon Mobil Corporation,Blue_CCS,2022.0,2,1,2,0.0,NA,XS,2022_NA_1_XS,57,CETPROJH23277,exact,CETPROJH23277,Beaumont Blue Ammonia Project,Unknown,Unknown,Unknown,"Hydrogen,Ammonia",Unknown,,Design,Planning - early,0,0
58,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0,1.0,EU,M,2013_EU_0_M,58,CETPROJH2771,relaxed,CETPROJH2771,RegEnKibo,Power & heat,Power,Gas grid,Hydrogen,Unknown,,Decommissioned,Offline,0,0
59,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0,1.0,EU,M,2013_EU_0_M,59,CETPROJH21619,relaxed,CETPROJH21619,Hanau H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
60,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2016.0,10,0,0,1.0,EU,M,2016_EU_0_M,60,CETPROJH2904,exact,CETPROJH2904,GRHYD (inj in NG grid),Transport (other),Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
61,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2013.0,13,0,0,1.0,EU,M,2013_EU_0_M,61,CETPROJH21168,relaxed,CETPROJH21168,SYNFUEL,Transport (other),Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
62,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0,1.0,EU,M,2011_EU_0_M,62,CETPROJH21135,exact,CETPROJH21135,H2 Logic Aalborg,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
63,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2015.0,11,0,0,1.0,EU,M,2015_EU_0_M,63,CETPROJH21159,exact,CETPROJH21159,Haldor Topsoe - El-Opgraderet Biogas,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
64,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2010.0,16,0,0,1.0,EU,M,2010_EU_0_M,64,CETPROJH21158,exact,CETPROJH21158,Haldor Topsoe - El-Opgraderet Biogas,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
65,0,0.6931471805599453,EU,Unknown,Unknown,PEM,2011.0,15,0,0,1.0,EU,M,2011_EU_0_M,65,CETPROJH2774,exact,CETPROJH2774,Smart grid solar - arzberg,Power & heat,Power,Transport (other),Hydrogen,Unknown,,Decommissioned,Offline,0,0
66,0,0.7654678421395714,EU,Unknown,Unknown,PEM,2012.0,14,0,0,1.15,EU,M,2012_EU_0_M,66,CETPROJH2785,exact,CETPROJH2785,Exytron demonstration project,Power & heat,Power and heat,Unknown,Hydrogen,Unknown,,Decommissioned,Offline,0,0
67,0,0.7884573603642702,EU,Unknown,Unknown,PEM,2011.0,15,0,0,1.2,EU,M,2011_EU_0_M,67,,exact_exhausted,,,,,,,,,,,0,0
67,0,0.7884573603642702,EU,Unknown,Unknown,PEM,2011.0,15,0,0,1.2,EU,M,2011_EU_0_M,67,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
68,0,0.8109302162163288,EU,Unknown,Unknown,PEM,2013.0,13,0,0,1.25,EU,M,2013_EU_0_M,68,CETPROJH2768,relaxed,CETPROJH2768,Hamburg - Schnackenburgallee,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
69,1,0.0,North_America,Other,Ekona Power Inc.,Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,69,CETPROJH21333,exact,CETPROJH21333,Pecos County H2,Transport (other),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
70,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2007.0,19,0,0,2.0000000000000004,EU,M,2007_EU_0_M,70,,no_match,,,,,,,,,,,0,0
70,0,1.0986122886681098,EU,Unknown,Unknown,PEM,2007.0,19,0,0,2.0000000000000004,EU,M,2007_EU_0_M,70,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
71,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,71,,exact_exhausted,,,,,,,,,,,0,0
71,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,71,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
72,0,1.2237754316221157,EU,Unknown,Unknown,PEM,2018.0,8,0,0,2.4,EU,M,2018_EU_0_M,72,CETPROJH21268,exact,CETPROJH21268,Agkistro H2,Power & heat,Power storage,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
73,0,1.252762968495368,EU,Unknown,Unknown,PEM,2020.0,6,0,0,2.5,EU,M,2020_EU_0_M,73,CETPROJH21360,relaxed,CETPROJH21360,Air Products Botlek,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
74,1,0.0,North_America,Other,"BayoTech, Inc.",Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,74,,exact_exhausted,,,,,,,,,,,0,0
74,1,0.0,North_America,Other,"BayoTech, Inc.",Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,74,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
75,0,1.252762968495368,EU,Unknown,Unknown,PEM,2020.0,6,0,0,2.5,EU,M,2020_EU_0_M,75,CETPROJH21267,relaxed,CETPROJH21267,Ravenna H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
76,0,1.252762968495368,EU,Unknown,Unknown,PEM,2018.0,8,0,0,2.5,EU,M,2018_EU_0_M,76,CETPROJH2572,exact,CETPROJH2572,Magnum Battolyser Demo,Power & heat,Power,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
77,1,0.0,EU,Other,Gazprom Energoholding LLC ,Blue_CCS,2020.0,6,0,0,0.0,EU,XS,2020_EU_1_XS,77,CETPROJH2725,exact,CETPROJH2725,North Stream H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
78,0,0.1655144384775733,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0,0.17999999999999988,UNK,S,2020_UNK_0_S,78,,no_match,,,,,,,,,,,0,0
78,0,0.1655144384775733,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0,0.17999999999999988,UNK,S,2020_UNK_0_S,78,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
79,1,0.0,ANZ,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,79,,no_match,,,,,,,,,,,0,0
79,1,0.0,ANZ,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,79,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
80,1,0.0,North_America,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2020.0,6,0,0,0.0,NA,XS,2020_NA_1_XS,80,CETPROJH271,relaxed,CETPROJH271,North Las Vegas H2,Transport (road),Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,1
81,0,1.252762968495368,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,2.5,UNK,M,2022_UNK_0_M,81,,no_match,,,,,,,,,,,0,0
81,0,1.252762968495368,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,2.5,UNK,M,2022_UNK_0_M,81,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
82,0,1.791759469228055,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,5.0,UNK,M,2022_UNK_0_M,82,,no_match,,,,,,,,,,,0,0
82,0,1.791759469228055,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,5.0,UNK,M,2022_UNK_0_M,82,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
83,1,0.0,North_America,Other,"Tallgrass Energy, LP",Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,83,,exact_exhausted,,,,,,,,,,,0,0
83,1,0.0,North_America,Other,"Tallgrass Energy, LP",Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,83,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
84,1,0.0,North_America,Other,Wabash Valley Resources LLC,Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,84,,exact_exhausted,,,,,,,,,,,0,0
84,1,0.0,North_America,Other,Wabash Valley Resources LLC,Blue_CCS,2021.0,5,0,0,0.0,NA,XS,2021_NA_1_XS,84,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
85,0,5.0106352940962555,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0,148.99999999999997,UNK,XL,2020_UNK_0_XL,85,,no_match,,,,,,,,,,,0,0
85,0,5.0106352940962555,ANZ,Unknown,Unknown,PEM,2020.0,6,0,0,148.99999999999997,UNK,XL,2020_UNK_0_XL,85,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
86,1,0.0,ANZ,Other,"Kawasaki Heavy Industries, Ltd",Blue_CCS,2023.0,3,0,0,0.0,UNK,XS,2023_UNK_1_XS,86,,no_match,,,,,,,,,,,0,0
86,1,0.0,ANZ,Other,"Kawasaki Heavy Industries, Ltd",Blue_CCS,2023.0,3,0,0,0.0,UNK,XS,2023_UNK_1_XS,86,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
87,1,0.0,ANZ,Other,Australian Future Energy Pty Ltd,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,87,,no_match,,,,,,,,,,,0,0
87,1,0.0,ANZ,Other,Australian Future Energy Pty Ltd,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,87,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
